Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL,Width,Height
Untitled from the series Letras e Linhas II (Letters and Lines II),Mira Schendel,"(Brazilian, born Switzerland. 1919â€“1988)",1965,Oil transfer drawing on thin Japanese paper,"18 1/2 x 9 1/8"" (47 x 23.2 cm)",Purchase,126.2005,Drawing,Drawings,2005-02-08,Y,94753,http://www.moma.org/collection/works/94753,47,23.2
Self Portrait,John Coplans,"(British, 1920â€“2003)",1985,Gelatin silver print,"13 3/4 x 17 1/4"" (35.1 x 43.8 cm)",Gift of Peter MacGill,131.1986,Photograph,Photography,1986-03-20,Y,46737,http://www.moma.org/collection/works/46737,35.1,43.8
Tank Talk,Aleksandra Mir,"(American and Swedish, born Poland 1967)",2003,Brochure,"sheet: 10 15/16 x 2 13/16"" (27.8 x 7.1 cm)",Acquired through the generosity of Richard Gerrig and Timothy Peterson,125.2012.52,Print,Prints & Illustrated Books,2012-02-07,N,149137,,27.8,7.1
"Untitled, no. 12 of 19, from the portfolio, Fugue",Louise Bourgeois,"(American, born France. 1911â€“2010)",2003,Screenprint and lithograph,"sheet: 11 13/16 x 16"" (30 x 40.7 cm)",Gift of the artist,707.2006.12,Print,Prints & Illustrated Books,2006-11-14,Y,106167,http://www.moma.org/collection/works/106167,30,40.7
"Baroque Bedroom, Model Home, Staten Island, N.Y.; Motel, San Francisco",Dan Graham,"(American, born 1942)",1967,Two chromogenic color prints,"35 1/4 x 25 7/8"" (89.5 x 65.7 cm)",Gift of the Dannheisser Foundation,282.1996,Photograph,Photography,1996-06-13,N,49946,,89.5,65.7
Untitled,Mira Schendel,"(Brazilian, born Switzerland. 1919â€“1988)",1964,Oil transfer drawing on thin Japanese paper,"18 1/2 x 9 1/2"" (47 x 24.1 cm)",Purchase,124.2005,Drawing,Drawings,2005-02-08,Y,94452,http://www.moma.org/collection/works/94452,47,24.1
Untitled,Kai Althoff,"(German, born 1966)",2004,"Pencil, colored pencil, and synthetic polymer paint with pressure-sensitive tape on paper","10 1/4 x 8 3/4"" (26 x 22.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1127.2005.4,Drawing,Drawings,2005-05-10,Y,109273,http://www.moma.org/collection/works/109273,26,22.2
"Ferrybridge Powerstation, West Yorkshire from the portfolio A1: The Great North Road",Paul Graham,"(British, born 1956)",1982,Chromogenic color print,"7 11/16 x 9 9/16"" (19.5 x 24.3 cm)",Committee on Photography Fund,421.2011.23,Photograph,Photography,2011-05-18,Y,147715,http://www.moma.org/collection/works/147715,19.5,24.3
Untitled. (man in beret photographing ostrich),Garry Winogrand,"(American, 1928â€“1984)",1962,Gelatin silver print,"8 9/16 x 12 13/16"" (21.7 x 32.5 cm)",Purchase and gift of Barbara Schwartz in memory of Eugene M. Schwartz,402.1998,Photograph,Photography,1998-06-11,N,52652,,21.7,32.5
BrianÃ§on,Henri Cartier-Bresson,"(French, 1908â€“2004)",1951,"Gelatin silver print, printed 1968","15 3/16 x 10 3/16"" (38.6 x 25.9 cm)",Gift of the photographer,138.2009,Photograph,Photography,2009-02-09,N,110787,,38.6,25.9
HAVE YOU EVER LISTENED TO THE FOREST BREATHE?,Robert Glenn Ketchum,"(American, born 1947)",1981,Silver dye bleach print,"29 3/4 x 37 7/8"" (75.5 x 96.5 cm)",Gift of Jack Ketchum,145.1986,Photograph,Photography,1986-03-20,N,46869,,75.5,96.5
Elsa Triolet,Henri Cartier-Bresson,"(French, 1908â€“2004)",1964,Gelatin silver print,"10 3/16 x 15 3/16"" (25.9 x 38.6 cm)",Gift of the photographer,201.2009,Photograph,Photography,2009-02-09,N,110780,,25.9,38.6
Study for SuperfÃ­cie modulada no. 3,Lygia Clark,"(Brazilian, 1920â€“1988)",1957,Cut-and-pasted colored paper on colored paper,"11 3/4 x 3 7/8"" (29.9 x 9.9 cm)",Acquired through the generosity of the Edward John Noble Foundation and Committee on Drawings Funds,79.2005,Drawing,Drawings,2005-02-08,N,94744,,29.9,9.9
Postal Dossier (Dossier postale),Alighiero Boetti,"(Italian, 1940â€“1994)",1969,Paperboard folder containing photocopies,"folder: 13 3/4 x 9 13/16"" (35 x 25 cm)",Gift of Sperone Westwater,1268.2012.104,Print,Prints & Illustrated Books,2012-10-03,N,167402,,35,25
Untitled from the series Buenos Aires Buenos Aires,Sara Facio,"(Argentine, born 1932)",1965,Gelatin silver print,"11 1/4 x 15 9/16"" (28.5 x 39.5 cm)",Committee on Photography Fund,11.2015,Photograph,Photography,2015-01-29,Y,180426,http://www.moma.org/collection/works/180426,28.5,39.5
Untitled,William Eggleston,"(American, born 1939)",1975,"Chromogenic color print, printed 1978","6 7/8 x 10"" (17.3 x 25.4 cm)",Gift of Paul F. Walter,439.1984.7,Photograph,Photography,1984-12-05,N,53401,,17.3,25.4
"Pakistani Youth, Karachi",Dorothea Lange,"(American, 1895â€“1965)",1958,"Gelatin silver print, printed 1965","7 3/8 x 8 1/2"" (18.8 x 21.6 cm)",Purchase,519.1995,Photograph,Photography,1995-06-15,N,54648,,18.8,21.6
"Ahmedabad, India",Henri Cartier-Bresson,"(French, 1908â€“2004)",1960,Gelatin silver print,"23 1/16 x 15 9/16"" (58.6 x 39.5 cm)",Gift of the photographer,161.2009,Photograph,Photography,2009-02-09,N,110789,,58.6,39.5
"Alcide ""Slow Drag"" Pavageau. New Orleans, Louisiana",Lee Friedlander,"(American, born 1934)",1958,Gelatin silver print,"6 1/8 x 9 3/16"" (15.5 x 23.3 cm)",Purchase,170.1964,Photograph,Photography,1964-02-11,N,47298,,15.5,23.3
"Father and Son, South Wales",Bruce Davidson,"(American, born 1933)",1965,Gelatin silver print,"13 3/8 x 10 1/2"" (34.0 x 26.8 cm)",Gift of the photographer,449.1966,Photograph,Photography,1966-10-11,Y,53519,http://www.moma.org/collection/works/53519,34,26.8
Millie,Amy Cutler,"(American, born 1974)",2005,Lithograph,"Sheet: 10 5/8 x 11 7/8"" (27 x 30.2 cm)",Gift of Emily Fisher Landau,924.2005,Print,Prints & Illustrated Books,2005-10-25,Y,100559,http://www.moma.org/collection/works/100559,27,30.2
Aspegila Buphera,Joan Fontcuberta,"(Spanish, born 1955)",1985,Gelatin silver print,"10 9/16 x 8 5/8"" (26.8 x 21.9 cm)",Gift of the photographer,308.1987,Photograph,Photography,1987-10-15,N,50419,,26.8,21.9
"Scanno, Italy",Henri Cartier-Bresson,"(French, 1908â€“2004)",1951,Gelatin silver print,"13 3/4 x 9 5/16"" (35 x 23.7 cm)",Gift of the photographer,140.2009,Photograph,Photography,2009-02-09,N,110308,,35,23.7
Untitled (Dog with Japanese writing),Yoshitomo Nara,"(Japanese, born 1959)",1992,Felt-tip and colored pencil on graph paper,"8 1/4 x 5 3/4"" (21 x 14.6 cm)",Fractional and promised gift of David Teiger in honor of Agnes Gund,410.2002.9,Drawing,Drawings,2002-12-10,Y,88422,http://www.moma.org/collection/works/88422,21,14.6
"Record from August 12, 1999",Douglas Gordon,"(Scottish, born 1966)",2011,One from a series of ten offset lithographs,"composition and sheet: 21 1/8 x 29"" (53.7 x 73.7 cm)",Committee on Prints and Illustrated Books Fund,121.2012.7,Print,Prints & Illustrated Books,2012-02-07,Y,158303,http://www.moma.org/collection/works/158303,53.7,73.7
The Mouse Writes Rat (At the Author's Expense) (La Souris Ã©crit rat [Ã€ compte d'auteur]),Marcel Broodthaers,"(Belgian, 1924â€“1976)",1974,Line block with felt-tip pen additions,"sheet: 29 15/16 x 22 1/4"" (76 x 56.5 cm)","Partial gift of the Daled Collection and partial purchase through the generosity of Maja Oeri and Hans Bodenmann, Sue and Edgar Wachenheim III, Agnes Gund, Marlene Hess and James D. Zirin, Marie-JosÃ©e and Henry R. Kravis, and Jerry I. Speyer and Katherine G. Farley",682.2011,Print,Prints & Illustrated Books,2011-05-16,Y,146992,http://www.moma.org/collection/works/146992,76,56.5
Liza,Joey KÃ¶tting,"(British, born 1966)",2003,Digital print,"Sheet: 24 1/4 x 17 1/8"" (61.6 x 43.5 cm)",Gift of Emily Fisher Landau,933.2005,Print,Prints & Illustrated Books,2005-10-25,Y,98876,http://www.moma.org/collection/works/98876,61.6,43.5
Big James Sweats Buckets,Vik Muniz,"(Brazilian, born 1961)",1996,Gelatin silver print,"13 3/8 x 10 7/16"" (34 x 26.5 cm)",Gift of the Contemporary Arts Council of the Museum of Modern Art,630.1997,Photograph,Photography,1997-12-11,N,55691,,34,26.5
Colorado,"Lee Friedlander, Jim Dine","(American, born 1934) (American, born 1935)",1967,Gelatin silver print,"6 3/4 x 5 3/4"" (17.1 x 14.6 cm)",Stephen R. Currier Memorial Fund,218.1970.7,Photograph,Photography,1970-05-05,N,48824,,17.1,14.6
Untitled from Black Dahlias,Paul Morrison,"(British, born 1966)",2002,One from a portfolio of twelve screenprints,"composition and sheet: 28 7/8 x 38 3/4"" (73.3 x 98.5 cm)",Gift of Charles Booth-Clibborn and The Paragon Press,493.2006,Print,Prints & Illustrated Books,2006-06-01,Y,100723,http://www.moma.org/collection/works/100723,73.3,98.5
Spring in Berkeley,Dorothea Lange,"(American, 1895â€“1965)",1952,Gelatin silver print,"7 1/2 x 9 7/16"" (19 x 24 cm)",Gift of the photographer,525.1973,Photograph,Photography,1973-11-13,Y,54708,http://www.moma.org/collection/works/54708,19,24
Bunny,Lara Schnitger,"(Dutch, born 1969)",2001,Cut-and-pasted printed paper and cut-and-pasted colored paper on printed paper,"15 3/4 x 11 7/8"" (40 x 30.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3022.2005,Drawing,Drawings,2005-05-10,Y,97319,http://www.moma.org/collection/works/97319,40,30.2
Untitled,Barbara Norfleet,"(American, born 1926)",1985,Silver dye bleach print,"12 5/8 x 18 15/16"" (32.3 x 48 cm)",Acquired through the generosity of Shirley C. Burden,579.1987,Photograph,Photography,1987-12-10,Y,55334,http://www.moma.org/collection/works/55334,32.3,48
Architecture Panoramas,Jan Dibbets,"(Dutch, born 1941)",1971,Chromogenic color print,"8 9/16 x 11 3/16"" (21.7 x 28.4 cm)",Anonymous gift,221.2014.104,Photograph,Photography,2014-05-08,N,185087,,21.7,28.4
"La Follette, Tennesee",Mark Steinmetz,"(American, born 1961)",1993,Gelatin silver print,"11 11/16 x 17 1/16"" (29.7 x 43.3 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,53.1994,Photograph,Photography,1994-01-13,Y,45051,http://www.moma.org/collection/works/45051,29.7,43.3
Cardinations,Jo Baer,"(American, born 1929)",1974,One from a series of nine screenprints,"sheet: 28 1/4 x 21"" (71.8 x 53.3 cm)",Miranda Kaiser Fund,609.2008.6,Print,Prints & Illustrated Books,2008-06-18,Y,126802,http://www.moma.org/collection/works/126802,71.8,53.3
Untitled,Garry Winogrand,"(American, 1928â€“1984)",1962,Gelatin silver print,"13 7/16 x 9"" (34.1 x 22.9 cm)",Purchase and gift of Barbara Schwartz in memory of Eugene M. Schwartz,484.1998,Photograph,Photography,1998-06-11,N,54200,,34.1,22.9
Untitled,Sigmar Polke,"(German, 1941â€“2010)",2002,Synthetic polymer paint on paper,"39 1/4 x 27 1/2"" (99.7 x 69.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2817.2005,Drawing,Drawings,2005-05-10,Y,97100,http://www.moma.org/collection/works/97100,99.7,69.9
"The Anatomic Explosion, New York","Yayoi Kusama, Harry Shunk, JÃ¡nos Kender","(Japanese, born 1929) (German, 1924â€“2006) (Hungarian, 1937â€“2009)",1968,Gelatin silver print,"9 5/8 x 7 11/16"" (24.5 x 19.5 cm)",Gift of the Roy Lichtenstein Foundation in memory of Harry Shunk and JÃ¡nos Kender,1017.2013.2,Photograph,Photography,2013-10-24,Y,176980,http://www.moma.org/collection/works/176980,24.5,19.5
"Desert Dust Storm, Tibooburra",Fred Williams,"(Australian, 1927â€“1982)",1967,Gouache and synthetic polymer on paper,"22 1/2 x 30"" (57.1 x 76.0 cm)",The Joan and Lester Avnet Collection,178.1978,Drawing,Drawings,1978-04-04,Y,35081,http://www.moma.org/collection/works/35081,57.1,76
A-Z Escape Vehicle: 'Interior World Model',Andrea Zittel,"(American, born 1965)",1996,Gouache on paper,"11 x 15"" (27.9 x 38.1 cm)",Gift of Patricia and Morris Orden,2466.2001,Drawing,Drawings,2001-10-11,Y,82309,http://www.moma.org/collection/works/82309,27.9,38.1
Come on! Com'on!,Yoshitomo Nara,"(Japanese, born 1959)",1992,Felt tip pen on graph paper,"8 1/4 x 5 7/8"" (21 x 14.9 cm)",Fractional and promised gift of David Teiger in honor of Agnes Gund,410.2002.44,Drawing,Drawings,2002-12-10,Y,88457,http://www.moma.org/collection/works/88457,21,14.9
"Red, Yellow, Blue Drawing",Mary Heilmann,"(American, born 1940)",1976,Synthetic polymer paint on paper,"30 x 22 3/8"" (76.2 x 56.8 cm)",Committee on Drawings Funds,513.2007,Drawing,Drawings,2007-10-10,Y,110609,http://www.moma.org/collection/works/110609,76.2,56.8
Ankunft,Peter Stauss,"(German, born 1966)",2001,Pencil on paper,"9 1/8 x 6 3/4"" (23.2 x 17.1 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3144.2005,Drawing,Drawings,2005-05-10,Y,97453,http://www.moma.org/collection/works/97453,23.2,17.1
Santa Fe,Lee Friedlander,"(American, born 1934)",1995,Gelatin silver print,"14 3/4 x 14 11/16"" (37.5 x 37.3 cm)",Gift of James Enyeart and Roxanne Malone,283.2002,Photograph,Photography,2002-10-10,N,87022,,37.5,37.3
Architecture Panoramas,Jan Dibbets,"(Dutch, born 1941)",1971,Chromogenic color print,"8 9/16 x 11 3/16"" (21.7 x 28.4 cm)",Anonymous gift,221.2014.121,Photograph,Photography,2014-05-08,N,185104,,21.7,28.4
"Baptist Church, Plains, Georgia",William Eggleston,"(American, born 1939)",1976,Chromogenic color print,"10 1/8 x 15"" (25.9 x 38 cm)","Partial gift of Shirley C. Burden, by exchange",217.1986.92,Photograph,Photography,1986-05-22,N,48789,,25.9,38
SumarÃ©,Frederick Sommer,"(American, born Italy. 1905â€“1999)",1951,Gelatin silver print,"7 5/8 x 9 1/2"" (24.2 x 19.4 cm)",Gift of the photographer,153.1969,Photograph,Photography,1969-03-05,Y,46951,http://www.moma.org/collection/works/46951,24.2,19.4
10 Synthetic Landscapes,Syl Labrot,"(American, 1929â€“1977)",1974,Photographic silkscreen print,"22 1/16 x 28"" (56 x 71.1 cm)",Vera Louise Fraser Fund,68.1973.9,Photograph,Photography,1973-02-13,N,141866,,56,71.1
Untitled from the series Lyric Suite,Robert Motherwell,"(American, 1915â€“1991)",1965,Brush and ink on Japanese mulberry paper,"9 x 11"" (22.9 x 28.1 cm)",Gift of the artist,661.1987,Drawing,Drawings,1967-12-13,Y,37754,http://www.moma.org/collection/works/37754,22.9,28.1
Swingeing London 67 (c),Richard Hamilton,"(British, 1922â€“2011)",1968,Silkscreen ink and oil on canvas,"26 1/2 x 33 1/2"" (67.3 x 85.1 cm)","Donald L. Bryant, Jr., Douglas S. Cramer, Ronald S. Lauder, and John Angelo Funds",4.2002,Painting,Painting & Sculpture,2002-02-11,Y,82826,http://www.moma.org/collection/works/82826,67.3,85.1
"Eleanor, Chicago",Harry Callahan,"(American, 1912â€“1999)",1956,Gelatin silver print,"7 11/16 x 7 5/8"" (19.6 x 19.3 cm)",Purchase,1219.2009,Photograph,Photography,2009-10-07,Y,124466,http://www.moma.org/collection/works/124466,19.6,19.3
A Card for J.R. Plaza,Inaki Bonillas,"(Mexican, born 1981)",2007,Six pigmented inkjet prints,"Each 10 1/16 x 8 1/16"" (25.6 x 20.5 cm)",Latin American and Caribbean Fund,3.2015.a-f,Photograph,Photography,2015-01-29,Y,186540,http://www.moma.org/collection/works/186540,25.6,20.5
The Shortest Day at Konrad Fischer's Gallery,Jan Dibbets,"(Dutch, born 1941)",1967,Chromogenic color print,"8 9/16 x 11 3/16"" (21.7 x 28.4 cm)",Anonymous gift,221.2014.15,Photograph,Photography,2014-05-08,N,181756,,21.7,28.4
Venetian Blind,Jan Dibbets,"(Dutch, born 1941)",1970,Chromogenic color print,"8 9/16 x 11 3/16"" (21.7 x 28.4 cm)",Anonymous gift,221.2014.26,Photograph,Photography,2014-05-08,N,185007,,21.7,28.4
Cleaning the Drapes from the series House Beautiful: Bringing the War Home,Martha Rosler,"(American, born 1943)",1967,"Pigmented inkjet print (photomontage), printed 2011","17 5/16 x 23 3/4"" (44 x 60.3 cm)",Committee on Photography and The Modern Women's Fund,937.2011.x1-x2,Photograph,Photography,2011-10-03,Y,150123,http://www.moma.org/collection/works/150123,44,60.3
Two Shirts,Collier Schorr,"(American, born 1963)",1998,Chromogenic color print,"20 x 16"" (50.8 x 40.6 cm)",Christie Calder Salomon Fund,259.2004.x1-x2,Photograph,Photography,2003-10-09,N,88989,,50.8,40.6
123rd Street and Saint Nicholas Avenue,Madoka Takagi,"(Japanese, 1956â€“2015)",1989,Platinum/Palladium print,"7 1/2 x 9 1/2"" (19.1 x 24.1 cm)",Gift of Jessica and Robert Solomon,24.2005,Photograph,Photography,2005-01-12,Y,98272,http://www.moma.org/collection/works/98272,19.1,24.1
Untitled,Sigmar Polke,"(German, 1941â€“2010)",1973,Gelatin silver print with burned area,"7 x 9 7/16"" (17.8 x 23.9 cm)",Acquired through the generosity of Edgar Wachenheim III and Ronald S. Lauder,895.2011,Photograph,Photography,2011-10-03,Y,149077,http://www.moma.org/collection/works/149077,17.8,23.9
El Morocco,Garry Winogrand,"(American, 1928â€“1984)",1955,Gelatin silver print,"9 1/16 x 13 3/8"" (23 x 34 cm)",Purchase and gift of Barbara Schwartz in memory of Eugene M. Schwartz,456.1998,Photograph,Photography,1998-06-11,N,53612,,23,34
Asiyi ekhyalitsha ( We are not going to Kahayelitsha ),"United Democratic Front (UDF), South Africa",(active 1983â€“1991),1983,Screenprinted poster,"sheet: 24 x 17 1/8"" (61 x 43.5 cm)",Committee on Prints and Illustrated Books Fund,948.201,Print,Prints & Illustrated Books,2010-11-10,N,142350,,61,43.5
Untitled,"Gary Metz, John Moore","(American, born 1941) (American)",1967,Offset lithography,"8 3/8 x 6 9/16"" (21.2 x 16.6 cm)",Benjamin Zeller Memorial Fund,344.1968.22,Photograph,Photography,1968-03-06,N,141346,,21.2,16.6
"Sceaux, France",Lee Friedlander,"(American, born 1934)",1973,Gelatin silver print,"15 1/4 x 22 11/16"" (38.8 x 57.7 cm)",Purchase,1135.2,Photograph,Photography,2000-10-12,N,57700,,38.8,57.7
Untitled (Drumming bunnies),Yoshitomo Nara,"(Japanese, born 1959)",1992,.a) recto: Felt-tip pen and colored pencil on notebook paper .b) verso: Ballpoint pen on notebook paper,"10 5/8 x 8 1/8"" (27 x 20.6 cm)",Fractional and promised gift of David Teiger in honor of Agnes Gund,411.2002.20a-b,Drawing,Drawings,2002-12-10,Y,88523,http://www.moma.org/collection/works/88523,27,20.6
Untitled,Robert Gober,"(American, born 1954)",2003,Pencil on notebook paper,"6 x 9 1/2"" (15.2 x 24.1 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1735.2005,Drawing,Drawings,2005-05-10,Y,96000,http://www.moma.org/collection/works/96000,15.2,24.1
Lumumba,Luc Tuymans,"(Belgian, born 1958)",2000,Oil on canvas,"24 1/2 x 18"" (62.2 x 45.7 cm)","Fractional and promised gift of Donald L. Bryant, Jr.",6.2002,Painting,Painting & Sculpture,2002-02-11,Y,82832,http://www.moma.org/collection/works/82832,62.2,45.7
Catalytic text: â€œWe are the social sculpture!...I wish to open up our understanding of life.â€,Ben Kinmont,"(American, born 1963)",1990,Photocopy,"sheet: 11 x 8 1/2"" (27.9 x 21.6 cm)",Fund for the Twenty-First Century,72.2013.1,Print,Prints & Illustrated Books,2013-02-07,N,165827,,27.9,21.6
"Shinjuku (Skyscrapers), Tokyo",Thomas Struth,"(German, born 1954)",1986,"Gelatin silver print, printed 1989","16 5/8 x 23"" (42.2 x 58.5 cm)",Horace W. Goldsmith Fund through Robert B. Menschel,246.1999,Photograph,Photography,1999-06-10,Y,49485,http://www.moma.org/collection/works/49485,42.2,58.5
Nordic sculpture (monument) do it with empty bottles,Erwin Wurm,"(Austrian, born 1954)",2001,Pencil on paper,"11 3/4 x 8 1/2"" (29.8 x 21.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3470.2005,Drawing,Drawings,2005-05-10,Y,97801,http://www.moma.org/collection/works/97801,29.8,21.6
"Hoeing, Egypt",Dorothea Lange,"(American, 1895â€“1965)",1963,Gelatin silver print,"12 3/8 x 19 3/4"" (31.5 x 50.1 cm)",Purchase,602.1995,Photograph,Photography,1995-06-15,N,55522,,31.5,50.1
