Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL,Width,Height
Volcano 50,Aaron Siskind,"(American, 1903â€“1991)",1980,Gelatin silver print,"14 3/8 x 14 1/2"" (36.6 x 36.8 cm)",John Parkinson III Fund,59.1989.10,Photograph,Photography,1989-03-09,Y,45221,http://www.moma.org/collection/works/45221,36.6,36.8
(Untitled)(Stair and Niche),GÃ©rald Incandela,"(French, born 1952)",1977,Multiple negative (brushed-on developer),"24 x 20"" (70 x 50.8 cm)",The Walter Foundation in Memory of J. Frederic Byers III,382.1978,Photograph,Photography,1978-05-11,N,52216,,70,50.8
New York,Helen Levitt,"(American, 1913â€“2009)",1977,"Chromogenic color print, printed c. 2005","17 15/16 x 11 15/16"" (45.6 x 30.4 cm)",Gift of Marvin Hoshino,1261.2009.x1-x2,Photograph,Photography,2009-10-07,Y,129830,http://www.moma.org/collection/works/129830,45.6,30.4
Volltreffer,Norbert Bisky,"(German, born 1970)",2003,Watercolor and pencil on paper,"16 1/2 x 22"" (41.9 x 55.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1316.2005,Drawing,Drawings,2005-05-10,Y,95548,http://www.moma.org/collection/works/95548,41.9,55.9
Untitled (Picasso),Maurizio Cattelan,"(Italian, born 1960)",1998,Pencil on paper,"13 x 9 1/2"" (33 x 24.1 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1412.2005,Drawing,Drawings,2005-05-10,Y,110046,http://www.moma.org/collection/works/110046,33,24.1
Untitled (houses),Janusz Lesniak,"(Polish, born 1947)",1976,Gelatin silver print,"11 1/4 x 9 13/16"" (28.5 x 24.9 cm)",Gift of the photographer,576.1987.22,Photograph,Photography,1987-12-10,N,141322,,28.5,24.9
Postal Dossier (Dossier postale),Alighiero Boetti,"(Italian, 1940â€“1994)",1969,Paperboard folder containing photocopies,"folder: 13 3/4 x 9 13/16"" (35 x 25 cm)",Gift of Sperone Westwater,1268.2012.113,Print,Prints & Illustrated Books,2012-10-03,N,167411,,35,25
Untitled,Louise Bourgeois,"(American, born France. 1911â€“2010)",2002,Screenprint,"sheet: 12 1/8 x 9 5/8"" (30.8 x 24.4 cm)",Gift of the artist,315.2009,Print,Prints & Illustrated Books,2009-04-14,Y,128370,http://www.moma.org/collection/works/128370,30.8,24.4
Untitled,LeÃ³n Ferrari,"(Argentine, 1920â€“2013)",1962,Ink on paper,"26 x 18 7/8"" (66 x 47.9 cm)",Purchase,381.2003,Drawing,Drawings,2003-12-09,Y,89251,http://www.moma.org/collection/works/89251,66,47.9
3rd Action,Rudolf Schwarzkogler,"(Austrian, 1940â€“1969)",1965,Gelatin silver print,"23 11/16 x 19 11/16"" (60.1 x 50 cm)",Gift of Steven Johnson and Walter Sudol,71.201,Photograph,Photography,2010-02-10,N,132528,,60.1,50
"Playground, Huddersfield, Yorkshire",Chris Killip,"(British, born 1946)",1974,"Gelatin silver print, printed 2007","15 13/16 x 19 3/4"" (40.2 x 50.2 cm)",Anonymous gift,430.2011,Photograph,Photography,2011-05-18,Y,142768,http://www.moma.org/collection/works/142768,40.2,50.2
TribÃ¼ne/...gegen Bullen Hart,Peter Stauss,"(German, born 1966)",2001,Pencil on paper,"8 1/4 x 11 3/4"" (21 x 29.8 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3166.2005,Drawing,Drawings,2005-05-10,Y,97475,http://www.moma.org/collection/works/97475,21,29.8
Villa Riviera,H. C. Westermann,"(American, 1922â€“1981)",1968,Watercolor and ink on paper,"18 3/4 x 21 3/4"" (47.6 x 55.2 cm)",From the Collection of Laura-Lee and Robert Woods,1167.2011,Drawing,Drawings,2012-02-14,Y,155066,http://www.moma.org/collection/works/155066,47.6,55.2
Untitled,Olav Christopher Jenssen,"(Norwegian, born 1954)",1995,Gouache on paper,"9 7/8 x 6 3/4"" (25.1 x 17.1 cm)",Gift of the artist,452.2012,Drawing,Drawings,2012-02-14,Y,154925,http://www.moma.org/collection/works/154925,25.1,17.1
Amorphous Cohesion,Daniel Zeller,"(American, born 1965)",2003,Ink and colored ink on paper,"30 x 37"" (76.2 x 94 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3475.2005,Drawing,Drawings,2005-05-10,Y,97806,http://www.moma.org/collection/works/97806,76.2,94
"Untitled (After Malevich and Schiele), from the 1917 exhibition, Nature Morte Gallery, New York",Sherrie Levine,"(American, born 1947)",1984,Pencil and watercolor on paper,"14 x 11"" (35.6 x 27.9 cm)","Gift of Constance B. Cartwright, Roger S. and Brook Berlind, Marshall S. Cogan and purchase",497.1992.33,Drawing,Drawings,1992-11-05,N,84904,,35.6,27.9
Red and Yellow,Ellsworth Kelly,"(American, 1923 - 2015)",1951,Ink on paper and gouache on paper,"7 1/2 x 8"" (19 x 20.3 cm)","Gift of the artist and purchased with funds provided by Jo Carole and Ronald S. Lauder, Sarah-Ann and Werner H. Kramarsky, Mr. and Mrs. James R. Hedges, IV, Kathy and Richard S. Fuld, Jr. and Committee on Drawings Funds",1156.2001.27,Drawing,Drawings,2001-02-13,Y,109753,http://www.moma.org/collection/works/109753,19,20.3
New York City,Paul A. McDonough,"(American, born 1941)",1971,Gelatin silver print,"8 1/2 x 12 7/8"" (21.6 x 32.7 cm)",David H. McAlpin Fund,328.1975,Photograph,Photography,1975-10-23,Y,50909,http://www.moma.org/collection/works/50909,21.6,32.7
Analogue,Zoe Leonard,"(American, born 1961)",1998,4 chromogenic color prints,"Each 11 x 11"" (27.9 x 27.9 cm)","Analogue was made possible through the Artist's Residency program at the Wexner Center for the Arts at The Ohio State University. 
 Acquired through the generosity of the Contemporary Arts Council of The Museum of Modern Art, the Fund for the Twenty-First Century, The Modern Women's Fund, and Carol Appel",511.2013.292-295.x1-x2,Photograph,Photography,2013-05-09,Y,171304,http://www.moma.org/collection/works/171304,27.9,27.9
Untitled from Small Anatomy (Kleine Anatomie),Paul Wunderlich,"(German, 1927â€“2010)",1963,One from a portfolio of eight lithographs,"Sheet 25 3/4 x 19 3/4"" (65.5 x 50.2 cm)",Law Foundation Fund,226.1965.8,Print,Prints & Illustrated Books,1965-04-06,N,144895,,65.5,50.2
UNTITLED (Veteran holding up child),Simpson Kalisher,"(American, born 1926)",1963,Gelatin silver print,"13 1/2 x 9"" (34.3 x 22.9 cm)",The Ben Schultz Memorial Collection. Gift of the photographer,2696.1967,Photograph,Photography,1968-01-10,N,58967,,34.3,22.9
"County Clare, Ireland",Dorothea Lange,"(American, 1895â€“1965)",1954,Gelatin silver print,"7 x 6"" (17.8 x 15.3 cm)",Purchase,319.1995,Photograph,Photography,1995-06-15,N,50675,,17.8,15.3
"Collage, 412",Anne Ryan,"(American, 1889â€“1954)",1951,Pasted colored paper and painted paper and cloth on paper,"6 3/4 x 5"" (17.2 x 12.9 cm)",Gift of Elizabeth McFadden,764.1978,Drawing,Drawings,1978-10-27,Y,38015,http://www.moma.org/collection/works/38015,17.2,12.9
Third House for Edgar Hofschen #3,Jake Berthot,"(American, 1939-2014)",1979,Ink and pencil on paper,"13 7/8 x 22"" (35.2 x 55.9 cm)",Gift of Edward R. Broida,655.2005,Drawing,Drawings,2005-10-11,Y,100193,http://www.moma.org/collection/works/100193,35.2,55.9
"Allen Ginsberg and Bob Kaufmann, Savoy Tivoli",Ira Nowinski,"(American, born 1942)",1977,Gelatin silver print,"8 3/8 x 12 1/2"" (21.4 x 31.8 cm)",Acquired through the generosity of the Vera Louise Fraser Estate,1175.1979,Photograph,Photography,1979-12-13,Y,57791,http://www.moma.org/collection/works/57791,21.4,31.8
Untitled from the series Lyric Suite,Robert Motherwell,"(American, 1915â€“1991)",1965,Colored ink on Japanese paper,"11 1/8 x 9"" (28.2 x 23.1 cm)",Gift of the artist in memory of Frank O'Hara,762.1966,Drawing,Drawings,1966-12-30,Y,38008,http://www.moma.org/collection/works/38008,28.2,23.1
Untitled,Maria Brunner,"(Austrian, born 1962)",1999,Carbon paper transfer on transparentized paper,"13 x 8 1/2"" (33 x 21.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1376.2005,Drawing,Drawings,2005-05-10,Y,95631,http://www.moma.org/collection/works/95631,33,21.6
Big Trolleys from Containers,Dieter Roth,"(Swiss, born Germany. 1930â€“1998)",1972,Double-sided screenprint,"sheet: 39 3/16 x 39 1/4"" (99.5 x 99.7 cm)",Purchase,266.1974.11.a-b,Print,Prints & Illustrated Books,1974-04-23,N,65574,,99.5,99.7
"GRADY COUNTY, CAIRO, GEORGIA",James Dow,"(American, born 1942)",1975,Gelatin silver print,"7 11/16 x 9 11/16"" (19.6 x 24.6 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives",351.1983,Photograph,Photography,1983-03-24,N,51503,,19.6,24.6
Untitled,William Eggleston,"(American, born 1939)",1978,Chromogenic color print,"6 7/16 x 9 1/2"" (16.3 x 24.2 cm)",Acquired through the generosity of Jo Carole and Ronald S. Lauder,1013.1979.j,Photograph,Photography,1979-10-11,N,57522,,16.3,24.2
Untitled,Lucebert,"(Dutch, 1924â€“1994)",1971,"Watercolor, pastel, gouache and pencil on paper","14 1/8 x 18 7/8"" (35.8 x 47.9 cm)",Gift of Mrs. Bertram Smith,142.1973,Drawing,Drawings,1973-03-06,Y,34696,http://www.moma.org/collection/works/34696,35.8,47.9
Mormon Couple,Dorothea Lange,"(American, 1895â€“1965)",1953,Gelatin silver print,"8 7/8 x 8 7/8"" (22.5 x 22.5 cm)",Purchase,484.1959,Photograph,Photography,1959-04-22,N,54190,,22.5,22.5
My Mother on a Chaise Lounge,Larry Sultan,"(American, 1946â€“2009)",1987,Chromogenic color print,"17 1/2 x 21 3/8"" (44.3 x 54.3 cm)","Partial gift of James Thrall Soby, by exchange",601.1987.x1-x2,Photograph,Photography,1987-12-10,N,55512,,44.3,54.3
Untitled,Sally Mann,"(American, born 1951)",1982,Gelatin silver print,"23 9/16 x 19 11/16"" (59.8 x 50 cm)",Acquired through the generosity of Shirley C. Burden,326.1987,Photograph,Photography,1987-10-15,Y,50869,http://www.moma.org/collection/works/50869,59.8,50
Sugar Daddy,Suzanne McClelland,"(American, born 1959)",2005,Etching and drypoint,"Sheet: 24 x 36"" (61 x 91.4 cm)",Gift of Emily Fisher Landau,940.2005,Print,Prints & Illustrated Books,2005-10-25,Y,100379,http://www.moma.org/collection/works/100379,61,91.4
"Los Angeles, California",Lee Friedlander,"(American, born 1934)",1970,Gelatin silver print,"6 5/16 x 9 1/2"" (16 x 24.1 cm)",Purchase,402.2,Photograph,Photography,2000-10-12,Y,52635,http://www.moma.org/collection/works/52635,16,24.1
Untitled,Delia R. Gonzalez,"(American, born 1972)",2004,"Watercolor, pencil, and varnish on paper","11 1/2 x 8 1/2"" (29.2 x 21.6 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1764.2005,Drawing,Drawings,2005-05-10,Y,97903,http://www.moma.org/collection/works/97903,29.2,21.6
Markus Oehlen from Courage to Print (Mut zum Druck),Martin Kippenberger,"(German, 1953â€“1997)",1990,"Screenprint from a portfolio of twenty-three screenprinted, one Xeroxed and four offset posters","composition and sheet: 33 1/16 x 23 7/16"" (84 x 59.5 cm)",The Associates Fund,1477.2001.11,Print,Prints & Illustrated Books,2001-05-24,N,101099,,84,59.5
(D20) Concave Curved Pyramid (A and B) 1-76,Jackie Ferrara,"(American, born 1929)",1976,"Ink, pencil, colored pencil, and felt-tip pen on graph paper","22 1/4 x 17 5/8"" (56.5 x 44.8 cm)","The Judith Rothschild Foundation Contemporary Drawings Collection Gift (purchase, and gift, in part, of The Eileen and Michael Cohen Collection)",1662.2005,Drawing,Drawings,2005-05-10,Y,95930,http://www.moma.org/collection/works/95930,56.5,44.8
Squirrels,John Wesley,"(American, born 1928)",1964,Pencil on transparentized paper with masking tape on paper,"12 x 18"" (30.5 x 45.7 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3386.2005,Drawing,Drawings,2005-05-10,Y,97707,http://www.moma.org/collection/works/97707,30.5,45.7
Untitled,David Storey,"(American, born 1948)",2004,Charcoal on paper,"30 1/4 x 22 1/2"" (76.8 x 57.2 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3180.2005,Drawing,Drawings,2005-05-10,Y,97489,http://www.moma.org/collection/works/97489,76.8,57.2
New York City,Garry Winogrand,"(American, 1928â€“1984)",1963,"Gelatin silver print, printed 1978","13 3/16 x 8 13/16"" (33.5 x 22.4 cm)",Gift of Mr. and Mrs. James Hunter,423.1992.7,Photograph,Photography,1992-10-15,N,53195,,33.5,22.4
Finland,Lee Friedlander,"(American, born 1934)",1995,Gelatin silver print,"14 15/16 x 14 3/4"" (38 x 37.5 cm)",Gift of Katy Homans and Patterson Sims,1402.2,Photograph,Photography,2000-12-07,N,58112,,38,37.5
"The Apprentice Boys, Derry",Gilles Peress,"(French, born 1946)",1981,"Inkjet print, printed c. 2009","24 3/16 x 36"" (61.4 x 91.5 cm)",Gift of Susan Paulsen MacGill,464.2011,Photograph,Photography,2011-05-18,Y,143162,http://www.moma.org/collection/works/143162,61.4,91.5
Untitled,Enrico Sarsini,"(Italian, born1938)",1963,Gelatin silver print,"8 7/8 x 13 3/8"" (22.5 x 34.0 cm)",Purchase,356.1964,Photograph,Photography,1964-04-14,Y,51623,http://www.moma.org/collection/works/51623,22.5,34
Untitled,Marc Brandenburg,"(German, born 1965)",2001,Pencil on paper,"8 1/4 x 10 3/8"" (21 x 26.3 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,1365.2005.1,Drawing,Drawings,2005-05-10,Y,95606,http://www.moma.org/collection/works/95606,21,26.3
"Akron, Ohio",Lee Friedlander,"(American, born 1934)",1980,Gelatin silver print,"7 1/2 x 11 1/4"" (19.1 x 28.6 cm)",Purchase,972.2,Photograph,Photography,2000-10-12,N,57398,,19.1,28.6
Untitled,Marco De Valdivia,"(Chilean, born 1947)",1977,Gelatin silver print,"19 15/16 x 16 1/16"" (50.7 x 40.8 cm)",Gift of the artist,1009.1979,Photograph,Photography,1979-10-11,Y,57504,http://www.moma.org/collection/works/57504,50.7,40.8
Panorama,Lucas Samaras,"(American, born Greece 1936)",1983,Collage of color instant prints (Polacolor ER),"31 3/4 x 8 1/2"" (80.6 x 21.6 cm)",Gift of Robert and Gayle Greenhill,93.1992,Photograph,Photography,1992-01-09,N,46149,,80.6,21.6
Exercises in Solid Geometry #4,Reed Estabrook,"(American, born 1944)",1981,Chromogenic color print,"18 x 22"" (45.8 x 56.0 cm)",Acquired with matching funds from Jo Carole and Ronald S. Lauder and the National Endowment for the Arts,189.1981,Photograph,Photography,1981-05-14,Y,48067,http://www.moma.org/collection/works/48067,45.8,56
"Untitled (John Fahey, Robbie Basho, Nick Drake, Skip Spence)",Ricky Swallow,"(Australian, born 1974)",2004,Watercolor on four pieces of paper,"Each: 7 1/2 x 5 1/2"" (19.1 x 14 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3204.2005.a-d,Drawing,Drawings,2005-05-10,N,97511,,19.1,14
"Phynancial Horse, design for Ubu Roi",David Hockney,"(British, born 1937)",1966,"Crayon, pencil, pen and ink on paper","14 7/8 x 20"" (37.8 x 50.8 cm)",Gift of the Trustees of the Pastorale Fund,481.1967.21,Drawing,Drawings,1967-06-06,N,85829,,37.8,50.8
Thigh,Nancy Hellebrand,"(American, born 1944)",1985,Black and white instant print (Polaroid),"20 3/4 x 24"" (52.7 x 61.1 cm)",John Parkinson III Fund,142.1986,Photograph,Photography,1986-03-20,Y,46850,http://www.moma.org/collection/works/46850,52.7,61.1
"Untitled (Radio DaniÃ¨le, Bologna, Italy, 2006)",Christopher Williams,"(American, born 1956)",2006,Offset lithograph,"sheet: 23 3/16 x 16 1/2"" (58.9 x 41.9 cm)",Gift of the artist,855.2013.14,Print,Prints & Illustrated Books,2013-10-10,Y,171990,http://www.moma.org/collection/works/171990,58.9,41.9
"""There's Musicâ€”and Eggsâ€”in the Air!"" review of the Internationale Fluxus Festpiele Neuester Musik from The Stars and Stripes newspaper, October 21, 1962",,,1962,Offset,"sheet: 15 1/4 x 11 1/8"" (38.8 x 28.3 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,2164.2008,Print,Prints & Illustrated Books,2008-10-08,N,127651,,38.8,28.3
Untitled,Marepe,"(Brazilian, born 1970)",2004,Pastel on paper,"23 1/2 x 16 1/2"" (59.7 x 41.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2331.2005,Drawing,Drawings,2005-05-10,Y,97917,http://www.moma.org/collection/works/97917,59.7,41.9
Untitled from Just Good Eats for U Diner,Robert Heinecken,"(American, 1931â€“2006)",1971,Offset lithograph,"10 1/16 x 8 3/8"" (25.5 x 21.2 cm)",Purchase,978.2013.5,Print,Photography,2013-10-24,Y,170302,http://www.moma.org/collection/works/170302,25.5,21.2
Untitled (Jasper Johns),Martin Kippenberger,"(German, 1953â€“1997)",1991,Cut-and-pasted printed paper on printed paper,"13 1/2 x 11 3/8"" (34.3 x 28.9 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2061.2005,Drawing,Drawings,2005-05-10,Y,96358,http://www.moma.org/collection/works/96358,34.3,28.9
"Positive, Face West, Negative","Keith Sonnier, Harry Shunk, JÃ¡nos Kender","(American, born 1941) (German, 1924â€“2006) (Hungarian, 1937â€“2009)",1971,Gelatin silver print,"6 5/8 x 9 11/16"" (16.9 x 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and JÃ¡nos Kender,1018.2013.411,Photograph,Photography,2013-10-24,Y,176563,http://www.moma.org/collection/works/176563,16.9,24.6
Postal Dossier (Dossier postale),Alighiero Boetti,"(Italian, 1940â€“1994)",1969,Paperboard folder containing photocopies,"folder: 13 3/4 x 9 13/16"" (35 x 25 cm)",Gift of Sperone Westwater,1268.2012.154,Print,Prints & Illustrated Books,2012-10-03,N,167452,,35,25
"Poster for Nude/Parade, Tracy Williams, Ltd., March 8-April 22, 2006",Fiona Banner,"(British, born 1966)",2006,Lithograph,"sheet: 22 3/4 x 16 7/16"" (57.8 x 41.8 cm)",Anonymous gift,556.2014.23,Print,Prints & Illustrated Books,2014-10-02,Y,188865,http://www.moma.org/collection/works/188865,57.8,41.8
New York,Helen Levitt,"(American, 1913â€“2009)",1978,"Chromogenic color print, printed c. 2005","11 9/16 x 17 15/16"" (29.4 x 45.5 cm)",Gift of Marvin Hoshino,39.2010.x1-x2,Photograph,Photography,2010-02-10,Y,129847,http://www.moma.org/collection/works/129847,29.4,45.5
Location Piece #7,"Douglas Huebler, Harry Shunk, JÃ¡nos Kender","(American, 1924â€“1997) (German, 1924â€“2006) (Hungarian, 1937â€“2009)",1971,Gelatin silver print,"6 11/16 x 9 11/16"" (17 x 24.6 cm)",Gift of the Roy Lichtenstein Foundation in honor of Jennifer Winkworth and Kynaston McShine and in memory of Harry Shunk and JÃ¡nos Kender,1018.2013.185,Photograph,Photography,2013-10-24,Y,176134,http://www.moma.org/collection/works/176134,17,24.6
Gellographic,Jan Dibbets,"(Dutch, born 1941)",1973,Chromogenic color print,"8 9/16 x 11 3/16"" (21.7 x 28.4 cm)",Anonymous gift,221.2014.226,Photograph,Photography,2014-05-08,N,185209,,21.7,28.4
Untitled (Michael Buthe),Sigmar Polke,"(German, 1941â€“2010)",1973,Gelatin silver prints with applied color,"Each: 6 15/16 x 8 1/2"" (17.6 x 21.6 cm)",Acquired through the generosity of Edgar Wachenheim III and Ronald S. Lauder,898.2011.a-b,Photograph,Photography,2011-10-03,Y,149076,http://www.moma.org/collection/works/149076,17.6,21.6
Alissa,Benji Whalen,"(American, born 1968)",2003,Synthetic polymer paint on magazine page,"10 3/4 x 8"" (27.3 x 20.3 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,3416.2005,Drawing,Drawings,2005-05-10,Y,97748,http://www.moma.org/collection/works/97748,27.3,20.3
"Barry and Dwayne, Danville",Emmet Gowin,"(American, born 1941)",1969,Gelatin silver print,"5 1/4 x 6 7/8"" (13.9 x 17.5 cm)",Anonymous Fund,136.1972,Photograph,Photography,1972-03-07,Y,46785,http://www.moma.org/collection/works/46785,13.9,17.5
from ORPHEUS,Varujan Boghosian,"(American, born 1926)",1951,"Woodcut, printed in black","Sheet 24 x 18 1/8"" (61.0 x 46.0 cm)",Purchase,90.1952.8,Print,Prints & Illustrated Books,1952-05-20,N,93111,,61,46
Radio,Diango Hernandez,"(Cuban, born 1970)",2008,"Watercolor, ink, and charcoal on paper","39 1/4 x 27 1/2"" (99.7 x 69.9 cm)",Latin American and Caribbean Fund,1861.2008,Drawing,Drawings,2008-11-11,Y,117009,http://www.moma.org/collection/works/117009,99.7,69.9
No Title (While we are),Raymond Pettibon,"(American, born 1957)",2001,Ink and colored ink on paper,"22 1/4 x 13 1/4"" (56.5 x 33.7 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2732.2005,Drawing,Drawings,2005-05-10,Y,97020,http://www.moma.org/collection/works/97020,56.5,33.7
"Boys with Basketball, Harriet Tubman, Salimu, Letter B #3",Glenn Ligon,"(American, born 1960)",2001,Felt-tip pen on printed paper,"38 x 25"" (96.5 x 63.5 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2226.2005,Drawing,Drawings,2005-05-10,Y,97844,http://www.moma.org/collection/works/97844,96.5,63.5
Burlington Mills (Vice Pesident Lazar),Dan Weiner,"(American, 1919â€“1959)",1950,Gelatin silver print,"9 5/16 x 13 5/16"" (23.7 x 33.9 cm)",Gift of Sandra Weiner,64.1994,Photograph,Photography,1994-01-13,Y,45373,http://www.moma.org/collection/works/45373,23.7,33.9
"North Sea, Borders",Paul Graham,"(British, born 1956)",1981,"Pigmented inkjet print, printed 2011","8 x 9 15/16"" (20.3 x 25.3 cm)",The Photography Council Fund,422.2011.39,Photograph,Photography,2011-05-18,N,161888,,20.3,25.3
Flower,Yayoi Kusama,"(Japanese, born 1929)",1953,"Ink, gouache, and pastel on paper","15 3/4 x 13 1/4"" (40.1 x 33.8 cm)",Purchased with funds given by Sheldon H. Solow,210.1996,Drawing,Drawings,1996-05-16,Y,35270,http://www.moma.org/collection/works/35270,40.1,33.8
Street musicians,Richard Misrach,"(American, born 1949)",1972,Gelatin silver print,"8 13/16 x 8 9/16"" (22.4 x 21.8 cm)",Acquired through the generosity of Robert Harteveldt,938.2014.58,Photograph,Photography,2014-10-09,N,187788,,22.4,21.8
The Skeptic,Amy Arbus,"(American, born 1954)",1994,Gelatin silver print,"18 11/16 x 12 7/8"" (47.5 x 32.7 cm)","Gift of The Junior Associates of The Museum of Modern Art, New York",250.1996,Photograph,Photography,1996-06-13,N,49538,,47.5,32.7
From the series 16 Variations of 2 Horizontal Lines,Fred Sandback,"(American, 1943â€“2003)",1973,Pencil and pastel on transparentized paper,"15 1/2 x 19"" (39.4 x 48.3 cm)",The Judith Rothschild Foundation Contemporary Drawings Collection Gift,2969.2005.16,Drawing,Drawings,2005-05-10,Y,118661,http://www.moma.org/collection/works/118661,39.4,48.3
Modena,Luigi Ghirri,"(Italian, 1943â€“1992)",1974,Chromogenic color prints,"Each 4 13/16 x 6 7/8"" (12.3 x 17.5 cm)",Gift of the artist,453.2013.28,Photograph,Photography,2013-05-09,Y,165419,http://www.moma.org/collection/works/165419,12.3,17.5
Untitled from the series Cortes e Letras IV (Cuts and Letters IV),Mira Schendel,"(Brazilian, born Switzerland. 1919â€“1988)",1964,Transfer type on thin Japanese paper,"18 1/2 x 9 1/8"" (47 x 23.2 cm)",Purchase,116.2005,Drawing,Drawings,2005-02-08,Y,94757,http://www.moma.org/collection/works/94757,47,23.2
"UNTITLED, Version II",Stephen Prina,"(American, born 1954)",1987,Graphic marker dye on drafting film,"20 7/8 x 16 3/4"" (53 x 42.7 cm)",Purchase,358.1991.6,Drawing,Drawings,1992-12-04,N,36499,,53,42.7
Untitled,Joe Bradley,"(American, born 1975)",2013,Charcoal on paper,"24 x 36"" (61 x 91.4 cm)",Acquired through the generosity of the Friends of Contemporary Drawing,259.2014,Drawing,Drawings,2014-05-14,Y,179582,http://www.moma.org/collection/works/179582,61,91.4
Untitled,Seymour Lipton,"(American, 1903â€“1986)",1963,Crayon on paper,"11 x 8 5/8"" (28.0 x 21.7 cm)",Gift of the artist,376.1966,Drawing,Drawings,1966-06-07,Y,36566,http://www.moma.org/collection/works/36566,28,21.7
"Snowy Landscape and Flat Rock, design for Ubu Roi",David Hockney,"(British, born 1937)",1966,"Crayon, pencil and colored pencil on paper","15 x 20"" (38.1 x 50.8 cm)",Gift of the Trustees of the Pastorale Fund,481.1967.8,Drawing,Drawings,1967-06-06,N,85816,,38.1,50.8
Kimberly,Mark Morrisroe,"(American, 1959â€“1989)",1986,Chromogenic color print,"16 3/16 x 13 7/16"" (41.1 x 34.1 cm)",The Abramson Collection. Gift of Stephen and Sandra Abramson,465.2015,Photograph,Photography,2015-05-28,N,192782,,41.1,34.1
For Adorno #1-6,Jake Berthot,"(American, 1939-2014)",1989,".2 pen and ink on blue-gray paper mounted on paper / 3., .6 pen and ink and ink wash / .5 pen and ink on torn paper pasted onto pen and ink and ink wash on paper","30 x 22"" (76.2 x 55.9 cm)",Purchase,248.1990.1-6,Drawing,Drawings,1990-05-08,N,35577,,76.2,55.9
Untitled,Joe Bradley,"(American, born 1975)",2013,Charcoal on paper,"24 x 18"" (61 x 45.7 cm)",Acquired through the generosity of the Friends of Contemporary Drawing,263.2014,Drawing,Drawings,2014-05-14,Y,179586,http://www.moma.org/collection/works/179586,61,45.7
Eton,Henri Cartier-Bresson,"(French, 1908â€“2004)",1962,Gelatin silver print,"23 1/4 x 35 1/2"" (59.1 x 90.2 cm)",Gift of the photographer,179.2009,Photograph,Photography,2009-02-09,N,88043,,59.1,90.2
"ALLEGHENY COUNTY, PITTSBURGH, PENNSYLVANIA",William Clift,"(American, born 1944)",1975,Gelatin silver print,"9 1/2 x 7 1/2"" (24.2 x 19.1 cm)","Gift of Joseph E. Seagram & Sons, Inc., Seagram County Court House Archives",344.1983,Photograph,Photography,1983-03-24,N,51343,,24.2,19.1
"Soldiers, Hamamatsu",Daido Moriyama,"(Japanese, born 1938)",1968,Gelatin silver print,"18 7/8 x 28"" (48.0 x 71.2 cm)",Gift of the photographer,388.1977,Photograph,Photography,1977-10-13,Y,52342,http://www.moma.org/collection/works/52342,48,71.2
"Mirror Performance, New York","Yayoi Kusama, Harry Shunk, JÃ¡nos Kender","(Japanese, born 1929) (German, 1924â€“2006) (Hungarian, 1937â€“2009)",1968,Gelatin silver print,"9 3/4 x 7 13/16"" (24.7 x 19.8 cm)",Gift of the Roy Lichtenstein Foundation in memory of Harry Shunk and JÃ¡nos Kender,1016.2013.50,Photograph,Photography,2013-10-24,Y,177066,http://www.moma.org/collection/works/177066,24.7,19.8
John Coplans. New York City,Lee Friedlander,"(American, born 1934)",1982,Gelatin silver print,"11 1/4 x 7 9/16"" (28.6 x 19.2 cm)",Purchase,1052.2,Photograph,Photography,2000-10-12,Y,57591,http://www.moma.org/collection/works/57591,28.6,19.2
The Spirit of the Snake,Eduardo Paolozzi,"(British, 1924â€“2005)",1965,Cut-and-pasted paper and ink,"32 1/8 x 22 1/8"" (81.4 x 56.0 cm)",Gift of Mrs. Gabrielle Keiller,2399.1967,Drawing,Drawings,1967-12-13,N,38804,,81.4,56
